Path	Start	Prob_imm	isStart	IUPAC	MonoIDs	Monosaccs	Existing glycan
159	SBID10624	0.9993385672569275	False	GalAGroN(b1-3)FucNAc(b1-3)GalfOAc	[165, 40, 224]	['GalAGroN', 'FucNAc', 'GalfOAc']	Novel
160	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
160	SBID10624	0.9972844123840332	False	Gal(b1-3)GlcNAc(b1-3)GalOPGro	[149, 5, 4]	['Gal', 'GlcNAc', 'GalOPGro']	Novel
160	SBID10624	0.9953437447547913	False	Gal(b1-3)GalNAc(b1-3)GalOPGro	[149, 9, 4]	['Gal', 'GalNAc', 'GalOPGro']	Novel
160	SBID10624	0.9947209358215332	False	Gal(b1-3)Gal(b1-3)GalOPGro	[149, 4, 4]	['Gal', 'Gal', 'GalOPGro']	Novel
160	SBID10624	0.9872565269470215	False	Gal(b1-3)Gal(b1-3)GlcNAc	[5, 4, 4]	['Gal', 'Gal', 'GlcNAc']	Novel
160	SBID10624	0.9717381000518799	False	Gal(b1-3)Gal(b1-3)Glc	[6, 4, 4]	['Gal', 'Gal', 'Glc']	Unknown
160	SBID10624	0.9959632158279419	False	Galf(b1-3)Gal(b1-3)Glc	[6, 4, 21]	['Galf', 'Gal', 'Glc']	Novel
160	SBID10624	0.9940749406814575	False	Glc(b1-3)Gal(b1-3)Glc	[6, 4, 6]	['Glc', 'Gal', 'Glc']	Novel
160	SBID10624	0.9717381000518799	False	Gal(b1-3)Gal(b1-3)Glc	[6, 4, 4]	['Gal', 'Gal', 'Glc']	Unknown
160	SBID10624	0.9719816446304321	False	GalNAc(b1-3)Gal(b1-3)Glc	[6, 4, 9]	['GalNAc', 'Gal', 'Glc']	Novel
160	SBID10624	0.9802362322807312	False	GalNAc(b1-3)Gal(b1-3)GlcNAc	[5, 4, 9]	['GalNAc', 'Gal', 'GlcNAc']	Novel
161	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
161	SBID10624	0.8369452953338623	False	GalNAcOAc(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 201]	['GalNAcOAc', 'GlcNAc', 'GalNAc']	Novel
161	SBID10624	0.9984367489814758	False	GalNAcOAc(b1-3)GlcNAc(b1-3)D-2dAraHexA	[337, 5, 201]	['GalNAcOAc', 'GlcNAc', 'D-2dAraHexA']	Novel
161	SBID10624	0.9974544644355774	False	GalNAcOAc(b1-3)Gal(b1-3)D-2dAraHexA	[337, 4, 201]	['GalNAcOAc', 'Gal', 'D-2dAraHexA']	Novel
161	SBID10624	0.9946497082710266	False	GalNAcOAc(b1-3)GalOS(b1-3)D-2dAraHexA	[337, 28, 201]	['GalNAcOAc', 'GalOS', 'D-2dAraHexA']	Novel
161	SBID10624	0.9869233965873718	False	GalNAcOAc(b1-3)GalNAcOS(b1-3)D-2dAraHexA	[337, 56, 201]	['GalNAcOAc', 'GalNAcOS', 'D-2dAraHexA']	Novel
161	SBID10624	0.9991346001625061	False	GalNAcOAc(b1-3)D-FucNAc(b1-3)D-2dAraHexA	[337, 34, 201]	['GalNAcOAc', 'D-FucNAc', 'D-2dAraHexA']	Novel
161	SBID10624	0.9984819293022156	False	GalNAcOAc(b1-3)6dAlt(b1-3)D-2dAraHexA	[337, 299, 201]	['GalNAcOAc', '6dAlt', 'D-2dAraHexA']	Novel
161	SBID10624	0.9990488886833191	False	6dTalOMe(b1-3)6dAlt(b1-3)D-2dAraHexA	[337, 299, 144]	['6dTalOMe', '6dAlt', 'D-2dAraHexA']	Novel
161	SBID10624	0.9994478821754456	False	6dTalOMe(b1-3)D-FucNAc(b1-3)D-2dAraHexA	[337, 34, 144]	['6dTalOMe', 'D-FucNAc', 'D-2dAraHexA']	Novel
161	SBID10624	0.9996229410171509	False	6dTalOMe(b1-3)RhaOMe(b1-3)D-2dAraHexA	[337, 39, 144]	['6dTalOMe', 'RhaOMe', 'D-2dAraHexA']	Novel
162	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
162	SBID10624	0.8556599020957947	False	Gal(b1-3)GalNAc(b1-3)GalNAc	[9, 9, 4]	['Gal', 'GalNAc', 'GalNAc']	Novel
162	SBID10624	0.9710761308670044	False	Gal(b1-3)GalNAc(b1-3)Fuc	[8, 9, 4]	['Gal', 'GalNAc', 'Fuc']	Novel
162	SBID10624	0.9838918447494507	False	Gal(b1-3)GlcNAc(b1-3)Fuc	[8, 5, 4]	['Gal', 'GlcNAc', 'Fuc']	Novel
162	SBID10624	0.9793260097503662	False	Gal(b1-3)GlcNAc(b1-3)NeuNAc	[11, 5, 4]	['Gal', 'GlcNAc', 'NeuNAc']	Novel
162	SBID10624	0.9914552569389343	False	Gal(b1-3)GlcNAc(b1-3)Gal	[4, 5, 4]	['Gal', 'GlcNAc', 'Gal']	Unknown
162	SBID10624	0.9685331583023071	False	Gal(b1-3)GlcNAcOS(b1-3)Gal	[4, 26, 4]	['Gal', 'GlcNAcOS', 'Gal']	Novel
162	SBID10624	0.9337660670280457	False	Gal(b1-3)GlcNAcOS(b1-3)GalOS	[28, 26, 4]	['Gal', 'GlcNAcOS', 'GalOS']	Novel
162	SBID10624	0.9769919514656067	False	Gal(b1-3)GlcOSA(b1-3)GalOS	[28, 85, 4]	['Gal', 'GlcOSA', 'GalOS']	Novel
162	SBID10624	0.9934526681900024	False	FucNAc(b1-3)GlcOSA(b1-3)GalOS	[28, 85, 40]	['FucNAc', 'GlcOSA', 'GalOS']	Novel
162	SBID10624	0.9623157978057861	False	GalNAc(b1-3)GlcOSA(b1-3)GalOS	[28, 85, 9]	['GalNAc', 'GlcOSA', 'GalOS']	Novel
163	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
163	SBID10624	0.797977089881897	False	GalNAc(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 9]	['GalNAc', 'GlcNAc', 'GalNAc']	Novel
163	SBID10624	0.9744783639907837	False	GalNAc(b1-3)GlcNAc(b1-3)GlcNAc	[5, 5, 9]	['GalNAc', 'GlcNAc', 'GlcNAc']	Novel
163	SBID10624	0.9976041913032532	False	GalNAcOAc(b1-3)GlcNAc(b1-3)GlcNAc	[5, 5, 201]	['GalNAcOAc', 'GlcNAc', 'GlcNAc']	Novel
163	SBID10624	0.9990931749343872	False	GalNAcOAc(b1-3)KdnOMe(b1-3)GlcNAc	[5, 228, 201]	['GalNAcOAc', 'KdnOMe', 'GlcNAc']	Novel
163	SBID10624	0.9353252053260803	False	GalNAcOAc(b1-3)KdnOMe(b1-3)GalNAc	[9, 228, 201]	['GalNAcOAc', 'KdnOMe', 'GalNAc']	Novel
163	SBID10624	0.9990148544311523	False	GalNAcOAc(b1-3)KdnOMe(b1-3)D-FucNAc	[34, 228, 201]	['GalNAcOAc', 'KdnOMe', 'D-FucNAc']	Novel
163	SBID10624	0.9990931749343872	False	GalNAcOAc(b1-3)KdnOMe(b1-3)GlcNAc	[5, 228, 201]	['GalNAcOAc', 'KdnOMe', 'GlcNAc']	Novel
163	SBID10624	0.9984930753707886	False	GalNAcOAc(b1-3)KdnOMe(b1-3)3dLyxHepUlosaric	[283, 228, 201]	['GalNAcOAc', 'KdnOMe', '3dLyxHepUlosaric']	Novel
163	SBID10624	0.9353252053260803	False	GalNAcOAc(b1-3)KdnOMe(b1-3)GalNAc	[9, 228, 201]	['GalNAcOAc', 'KdnOMe', 'GalNAc']	Novel
163	SBID10624	0.9990931749343872	False	GalNAcOAc(b1-3)KdnOMe(b1-3)GlcNAc	[5, 228, 201]	['GalNAcOAc', 'KdnOMe', 'GlcNAc']	Novel
164	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
164	SBID10624	0.7039341926574707	False	Gal(b1-3)Gal(b1-3)GalNAc	[9, 4, 4]	['Gal', 'Gal', 'GalNAc']	Unknown
164	SBID10624	0.8556599020957947	False	Gal(b1-3)GalNAc(b1-3)GalNAc	[9, 9, 4]	['Gal', 'GalNAc', 'GalNAc']	Novel
164	SBID10624	0.9827976226806641	False	Gal(b1-3)GalNAc(b1-3)GlcNAc	[5, 9, 4]	['Gal', 'GalNAc', 'GlcNAc']	Novel
164	SBID10624	0.9739606380462646	False	Gal(b1-3)GlcNAcOS(b1-3)GlcNAc	[5, 26, 4]	['Gal', 'GlcNAcOS', 'GlcNAc']	Novel
164	SBID10624	0.956474781036377	False	Gal(b1-3)GlcNAcOS(b1-3)GlcNAcOS	[26, 26, 4]	['Gal', 'GlcNAcOS', 'GlcNAcOS']	Novel
164	SBID10624	0.43490031361579895	False	Gal(b1-3)GlcNAcOS(b1-3)GalNAc	[9, 26, 4]	['Gal', 'GlcNAcOS', 'GalNAc']	Unknown
164	SBID10624	0.7039341926574707	False	Gal(b1-3)Gal(b1-3)GalNAc	[9, 4, 4]	['Gal', 'Gal', 'GalNAc']	Unknown
164	SBID10624	0.9082545638084412	False	Gal(b1-3)Gal(b1-3)Glc-ol	[60, 4, 4]	['Gal', 'Gal', 'Glc-ol']	Novel
164	SBID10624	0.9884931445121765	False	4eLegNAcNAc(b1-3)Gal(b1-3)Glc-ol	[60, 4, 375]	['4eLegNAcNAc', 'Gal', 'Glc-ol']	Novel
164	SBID10624	0.9969044327735901	False	4eLegNAcNAc(b1-3)GlcOPN(b1-3)Glc-ol	[60, 18, 375]	['4eLegNAcNAc', 'GlcOPN', 'Glc-ol']	Novel
165	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
165	SBID10624	0.8556599020957947	False	Gal(b1-3)GalNAc(b1-3)GalNAc	[9, 9, 4]	['Gal', 'GalNAc', 'GalNAc']	Novel
165	SBID10624	0.9933415055274963	False	Gal(b1-3)GalNAc(b1-3)GlcNAcOAc	[66, 9, 4]	['Gal', 'GalNAc', 'GlcNAcOAc']	Novel
165	SBID10624	0.9949190020561218	False	Gal(b1-3)Gal(b1-3)GlcNAcOAc	[66, 4, 4]	['Gal', 'Gal', 'GlcNAcOAc']	Novel
165	SBID10624	0.9808493256568909	False	Gal(b1-3)Gal(b1-3)EryHex2en	[342, 4, 4]	['Gal', 'Gal', 'EryHex2en']	Novel
165	SBID10624	0.9941756725311279	False	GlcNAc(b1-3)Gal(b1-3)EryHex2en	[342, 4, 5]	['GlcNAc', 'Gal', 'EryHex2en']	Novel
165	SBID10624	0.9985817670822144	False	GlcNAc(b1-3)GalAThr(b1-3)EryHex2en	[342, 339, 5]	['GlcNAc', 'GalAThr', 'EryHex2en']	Novel
165	SBID10624	0.9991464614868164	False	DDGalHep(b1-3)GalAThr(b1-3)EryHex2en	[342, 339, 187]	['DDGalHep', 'GalAThr', 'EryHex2en']	Novel
165	SBID10624	0.9989050626754761	False	DDGalHep(b1-3)GalAThr(b1-3)GlcOAc	[38, 339, 187]	['DDGalHep', 'GalAThr', 'GlcOAc']	Novel
165	SBID10624	0.9981787204742432	False	GalNAc-ol(b1-3)GalAThr(b1-3)GlcOAc	[38, 339, 378]	['GalNAc-ol', 'GalAThr', 'GlcOAc']	Novel
165	SBID10624	0.9992654919624329	False	GalNAc-ol(b1-3)GalAThr(b1-3)Ery-ol	[163, 339, 378]	['GalNAc-ol', 'GalAThr', 'Ery-ol']	Novel
166	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
166	SBID10624	0.9878716468811035	False	Gal(b1-3)GlcNAc(b1-3)GalAThr	[339, 5, 4]	['Gal', 'GlcNAc', 'GalAThr']	Novel
166	SBID10624	0.9811159372329712	False	Gal(b1-3)GalNAc(b1-3)GalAThr	[339, 9, 4]	['Gal', 'GalNAc', 'GalAThr']	Novel
166	SBID10624	0.9970585107803345	False	Gal(b1-3)GlcOAcA(b1-3)GalAThr	[339, 134, 4]	['Gal', 'GlcOAcA', 'GalAThr']	Novel
166	SBID10624	0.9987412095069885	False	GlcNAc(b1-3)GlcOAcA(b1-3)GalAThr	[339, 134, 5]	['GlcNAc', 'GlcOAcA', 'GalAThr']	Novel
166	SBID10624	0.9955295920372009	False	D-FucNAcN(b1-3)GlcOAcA(b1-3)GalAThr	[339, 134, 71]	['D-FucNAcN', 'GlcOAcA', 'GalAThr']	Novel
166	SBID10624	0.9991932511329651	False	FucNAc(b1-3)GlcOAcA(b1-3)GalAThr	[339, 134, 40]	['FucNAc', 'GlcOAcA', 'GalAThr']	Novel
166	SBID10624	0.9993509650230408	False	QuiNAc(b1-3)GlcOAcA(b1-3)GalAThr	[339, 134, 23]	['QuiNAc', 'GlcOAcA', 'GalAThr']	Novel
166	SBID10624	0.9994751811027527	False	GlcNAcOAc(b1-3)GlcOAcA(b1-3)GalAThr	[339, 134, 66]	['GlcNAcOAc', 'GlcOAcA', 'GalAThr']	Novel
166	SBID10624	0.9984467625617981	False	LDManHepOPOPPEtn(b1-3)GlcOAcA(b1-3)GalAThr	[339, 134, 208]	['LDManHepOPOPPEtn', 'GlcOAcA', 'GalAThr']	Novel
166	SBID10624	0.9930746555328369	False	LDManHepOPOPPEtn(b1-3)Gal(b1-3)GalAThr	[339, 4, 208]	['LDManHepOPOPPEtn', 'Gal', 'GalAThr']	Novel
167	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
167	SBID10624	0.7787232995033264	False	GlcNAc(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 5]	['GlcNAc', 'GlcNAc', 'GalNAc']	Novel
167	SBID10624	0.38631656765937805	False	Man(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 7]	['Man', 'GlcNAc', 'GalNAc']	Novel
167	SBID10624	0.7787232995033264	False	GlcNAc(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 5]	['GlcNAc', 'GlcNAc', 'GalNAc']	Novel
167	SBID10624	0.677303671836853	False	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
167	SBID10624	0.797977089881897	False	GalNAc(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 9]	['GalNAc', 'GlcNAc', 'GalNAc']	Novel
167	SBID10624	0.9473283886909485	False	b-Tri-ol(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 47]	['b-Tri-ol', 'GlcNAc', 'GalNAc']	Novel
167	SBID10624	0.9990972280502319	False	b-Tri-ol(b1-3)GlcNAc(b1-3)a-Tri-ol	[45, 5, 47]	['b-Tri-ol', 'GlcNAc', 'a-Tri-ol']	Novel
167	SBID10624	0.9990488886833191	False	D-6dTal(b1-3)GlcNAc(b1-3)a-Tri-ol	[45, 5, 231]	['D-6dTal', 'GlcNAc', 'a-Tri-ol']	Novel
167	SBID10624	0.9990825653076172	False	D-6dTal(b1-3)Gal(b1-3)a-Tri-ol	[45, 4, 231]	['D-6dTal', 'Gal', 'a-Tri-ol']	Novel
167	SBID10624	0.9987742304801941	False	D-6dTal(b1-3)Gal(b1-3)Rha	[10, 4, 231]	['D-6dTal', 'Gal', 'Rha']	Novel
168	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
168	SBID10624	0.7551823854446411	False	Gal(b1-3)QuiNAcOAc(b1-3)GalNAc	[9, 291, 4]	['Gal', 'QuiNAcOAc', 'GalNAc']	Novel
168	SBID10624	0.8458355665206909	False	ManNAcOPyr(b1-3)QuiNAcOAc(b1-3)GalNAc	[9, 291, 402]	['ManNAcOPyr', 'QuiNAcOAc', 'GalNAc']	Novel
168	SBID10624	0.9927863478660583	False	ManNAcOPyr(b1-3)QuiNAcOAc(b1-3)FucNAc	[40, 291, 402]	['ManNAcOPyr', 'QuiNAcOAc', 'FucNAc']	Novel
168	SBID10624	0.9831451177597046	False	ManNAcOPyr(b1-3)QuiNAcOAc(b1-3)D-FucOMeOCoum	[383, 291, 402]	['ManNAcOPyr', 'QuiNAcOAc', 'D-FucOMeOCoum']	Novel
168	SBID10624	0.6431012749671936	False	ManNAcOPyr(b1-3)Xyl(b1-3)D-FucOMeOCoum	[383, 15, 402]	['ManNAcOPyr', 'Xyl', 'D-FucOMeOCoum']	Novel
168	SBID10624	0.9902556538581848	False	ManNAcOPyr(b1-3)GlcOMe(b1-3)D-FucOMeOCoum	[383, 46, 402]	['ManNAcOPyr', 'GlcOMe', 'D-FucOMeOCoum']	Novel
168	SBID10624	0.6431012749671936	False	ManNAcOPyr(b1-3)Xyl(b1-3)D-FucOMeOCoum	[383, 15, 402]	['ManNAcOPyr', 'Xyl', 'D-FucOMeOCoum']	Novel
168	SBID10624	0.9902556538581848	False	ManNAcOPyr(b1-3)GlcOMe(b1-3)D-FucOMeOCoum	[383, 46, 402]	['ManNAcOPyr', 'GlcOMe', 'D-FucOMeOCoum']	Novel
168	SBID10624	0.9817557334899902	False	ManNAcOPyr(b1-3)GlcNSOSOMe(b1-3)D-FucOMeOCoum	[383, 331, 402]	['ManNAcOPyr', 'GlcNSOSOMe', 'D-FucOMeOCoum']	Novel
168	SBID10624	0.9976341724395752	False	QuiNAc(b1-3)GlcNSOSOMe(b1-3)D-FucOMeOCoum	[383, 331, 23]	['QuiNAc', 'GlcNSOSOMe', 'D-FucOMeOCoum']	Novel
169	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
169	SBID10624	0.797977089881897	False	GalNAc(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 9]	['GalNAc', 'GlcNAc', 'GalNAc']	Novel
169	SBID10624	0.9844592809677124	False	GalNAc(b1-3)GlcNAc(b1-3)Gal	[4, 5, 9]	['GalNAc', 'GlcNAc', 'Gal']	Novel
169	SBID10624	0.9928372502326965	False	NeuNAc(b1-3)GlcNAc(b1-3)Gal	[4, 5, 11]	['NeuNAc', 'GlcNAc', 'Gal']	Novel
169	SBID10624	0.9844592809677124	False	GalNAc(b1-3)GlcNAc(b1-3)Gal	[4, 5, 9]	['GalNAc', 'GlcNAc', 'Gal']	Novel
169	SBID10624	0.9468268156051636	False	GalNAc(b1-3)GlcNAc(b1-3)L-Ole	[315, 5, 9]	['GalNAc', 'GlcNAc', 'L-Ole']	Novel
169	SBID10624	0.9624547362327576	False	GalNAc(b1-3)GalNAc(b1-3)L-Ole	[315, 9, 9]	['GalNAc', 'GalNAc', 'L-Ole']	Novel
169	SBID10624	0.9192562699317932	False	GlcNAcOS(b1-3)GalNAc(b1-3)L-Ole	[315, 9, 26]	['GlcNAcOS', 'GalNAc', 'L-Ole']	Novel
169	SBID10624	0.981162965297699	False	GlcNAcOS(b1-3)GlcA(b1-3)L-Ole	[315, 14, 26]	['GlcNAcOS', 'GlcA', 'L-Ole']	Novel
169	SBID10624	0.9666525721549988	False	GlcNAcOS(b1-3)GlcOSA(b1-3)L-Ole	[315, 85, 26]	['GlcNAcOS', 'GlcOSA', 'L-Ole']	Novel
169	SBID10624	0.9314000606536865	False	GalOS(b1-3)GlcOSA(b1-3)L-Ole	[315, 85, 28]	['GalOS', 'GlcOSA', 'L-Ole']	Novel
170	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
170	SBID10624	0.9761951565742493	False	Gal(b1-3)GlcNAc(b1-3)Glc	[6, 5, 4]	['Gal', 'GlcNAc', 'Glc']	Novel
170	SBID10624	0.9914552569389343	False	Gal(b1-3)GlcNAc(b1-3)Gal	[4, 5, 4]	['Gal', 'GlcNAc', 'Gal']	Unknown
170	SBID10624	0.9685331583023071	False	Gal(b1-3)GlcNAcOS(b1-3)Gal	[4, 26, 4]	['Gal', 'GlcNAcOS', 'Gal']	Novel
170	SBID10624	0.9914552569389343	False	Gal(b1-3)GlcNAc(b1-3)Gal	[4, 5, 4]	['Gal', 'GlcNAc', 'Gal']	Unknown
170	SBID10624	0.9826087951660156	False	Gal(b1-3)NeuNGc(b1-3)Gal	[4, 20, 4]	['Gal', 'NeuNGc', 'Gal']	Novel
170	SBID10624	0.8068370223045349	False	Gal(b1-3)NeuNGc(b1-3)Man	[7, 20, 4]	['Gal', 'NeuNGc', 'Man']	Novel
170	SBID10624	0.9826087951660156	False	Gal(b1-3)NeuNGc(b1-3)Gal	[4, 20, 4]	['Gal', 'NeuNGc', 'Gal']	Novel
170	SBID10624	0.7578454613685608	False	Gal(b1-3)NeuNGc(b1-3)GalNAc	[9, 20, 4]	['Gal', 'NeuNGc', 'GalNAc']	Novel
170	SBID10624	0.9847010374069214	False	Gal(b1-3)NeuNGc(b1-3)GlcNAc	[5, 20, 4]	['Gal', 'NeuNGc', 'GlcNAc']	Novel
170	SBID10624	0.9973115921020508	False	GalNAcOP(b1-3)NeuNGc(b1-3)GlcNAc	[5, 20, 106]	['GalNAcOP', 'NeuNGc', 'GlcNAc']	Novel
171	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
171	SBID10624	0.9927144646644592	False	Gal(b1-3)GlcNAc(b1-3)GlcNAc	[5, 5, 4]	['Gal', 'GlcNAc', 'GlcNAc']	Novel
171	SBID10624	0.9739606380462646	False	Gal(b1-3)GlcNAcOS(b1-3)GlcNAc	[5, 26, 4]	['Gal', 'GlcNAcOS', 'GlcNAc']	Novel
171	SBID10624	0.9872565269470215	False	Gal(b1-3)Gal(b1-3)GlcNAc	[5, 4, 4]	['Gal', 'Gal', 'GlcNAc']	Novel
171	SBID10624	0.9742249846458435	False	Gal(b1-3)Gal(b1-3)GlcA	[14, 4, 4]	['Gal', 'Gal', 'GlcA']	Novel
171	SBID10624	0.9872565269470215	False	Gal(b1-3)Gal(b1-3)GlcNAc	[5, 4, 4]	['Gal', 'Gal', 'GlcNAc']	Novel
171	SBID10624	0.9721230268478394	False	Gal(b1-3)Gal(b1-3)Fuc	[8, 4, 4]	['Gal', 'Gal', 'Fuc']	Novel
171	SBID10624	0.9946920275688171	False	KoOPEtn(b1-3)Gal(b1-3)Fuc	[8, 4, 200]	['KoOPEtn', 'Gal', 'Fuc']	Novel
171	SBID10624	0.9972689747810364	False	KoOPEtn(b1-3)Gal(b1-3)GlcNAc	[5, 4, 200]	['KoOPEtn', 'Gal', 'GlcNAc']	Novel
171	SBID10624	0.9876739382743835	False	KoOPEtn(b1-3)Gal(b1-3)Glc	[6, 4, 200]	['KoOPEtn', 'Gal', 'Glc']	Novel
171	SBID10624	0.998292863368988	False	KoOPEtn(b1-3)Gal(b1-3)a-Tri-ol	[45, 4, 200]	['KoOPEtn', 'Gal', 'a-Tri-ol']	Novel
172	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
172	SBID10624	0.8868458867073059	False	GalOP(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 61]	['GalOP', 'GlcNAc', 'GalNAc']	Novel
172	SBID10624	0.9916050434112549	False	GalOP(b1-3)GlcNAc(b1-3)Gal	[4, 5, 61]	['GalOP', 'GlcNAc', 'Gal']	Novel
172	SBID10624	0.9879710078239441	False	GalOP(b1-3)Gal(b1-3)Gal	[4, 4, 61]	['GalOP', 'Gal', 'Gal']	Novel
172	SBID10624	0.984599232673645	False	GalOP(b1-3)Gal(b1-3)XylHexNAc	[359, 4, 61]	['GalOP', 'Gal', 'XylHexNAc']	Novel
172	SBID10624	0.9952534437179565	False	Galf(b1-3)Gal(b1-3)XylHexNAc	[359, 4, 21]	['Galf', 'Gal', 'XylHexNAc']	Novel
172	SBID10624	0.965041995048523	False	Gal(b1-3)Gal(b1-3)XylHexNAc	[359, 4, 4]	['Gal', 'Gal', 'XylHexNAc']	Novel
172	SBID10624	0.9991356730461121	False	Gal(b1-3)GlcN(b1-3)XylHexNAc	[359, 16, 4]	['Gal', 'GlcN', 'XylHexNAc']	Novel
172	SBID10624	0.9979263544082642	False	Gal(b1-3)Glc(b1-3)XylHexNAc	[359, 6, 4]	['Gal', 'Glc', 'XylHexNAc']	Novel
172	SBID10624	0.9985612034797668	False	GalOAc(b1-3)Glc(b1-3)XylHexNAc	[359, 6, 68]	['GalOAc', 'Glc', 'XylHexNAc']	Novel
172	SBID10624	0.9977374076843262	False	GalOAc(b1-3)GlcNAcOPyr(b1-3)XylHexNAc	[359, 277, 68]	['GalOAc', 'GlcNAcOPyr', 'XylHexNAc']	Novel
173	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
173	SBID10624	0.9951837658882141	False	Gal(b1-3)GlcNAc(b1-3)Rha	[10, 5, 4]	['Gal', 'GlcNAc', 'Rha']	Novel
173	SBID10624	0.6083068251609802	False	Gal(b1-3)GlcNAc(b1-3)D-Rha	[30, 5, 4]	['Gal', 'GlcNAc', 'D-Rha']	Novel
173	SBID10624	0.9935510158538818	False	Gal(b1-3)GlcNAc(b1-3)GlcNOVac	[281, 5, 4]	['Gal', 'GlcNAc', 'GlcNOVac']	Novel
173	SBID10624	0.9967169165611267	False	Gal(b1-3)LyxHex(b1-3)GlcNOVac	[281, 143, 4]	['Gal', 'LyxHex', 'GlcNOVac']	Novel
173	SBID10624	0.9995918869972229	False	6dTalOAcOMe(b1-3)LyxHex(b1-3)GlcNOVac	[281, 143, 199]	['6dTalOAcOMe', 'LyxHex', 'GlcNOVac']	Novel
173	SBID10624	0.999731719493866	False	6dTalOAcOMe(b1-3)a-Tri-ol(b1-3)GlcNOVac	[281, 45, 199]	['6dTalOAcOMe', 'a-Tri-ol', 'GlcNOVac']	Novel
173	SBID10624	0.9998773336410522	False	6dTalOAcOMe(b1-3)Rha(b1-3)GlcNOVac	[281, 10, 199]	['6dTalOAcOMe', 'Rha', 'GlcNOVac']	Novel
173	SBID10624	0.9994200468063354	False	6dTalOAcOMe(b1-3)GlcA(b1-3)GlcNOVac	[281, 14, 199]	['6dTalOAcOMe', 'GlcA', 'GlcNOVac']	Novel
173	SBID10624	0.9997748732566833	False	6dTalOAcOMe(b1-3)FucNAc(b1-3)GlcNOVac	[281, 40, 199]	['6dTalOAcOMe', 'FucNAc', 'GlcNOVac']	Novel
173	SBID10624	0.9998773336410522	False	6dTalOAcOMe(b1-3)Rha(b1-3)GlcNOVac	[281, 10, 199]	['6dTalOAcOMe', 'Rha', 'GlcNOVac']	Novel
174	SBID10624	0.677303671836853	True	Gal(b1-3)GlcNAc(b1-3)GalNAc	[9, 5, 4]	['Gal', 'GlcNAc', 'GalNAc']	Non-immunogenic
174	SBID10624	0.7039341926574707	False	Gal(b1-3)Gal(b1-3)GalNAc	[9, 4, 4]	['Gal', 'Gal', 'GalNAc']	Unknown
174	SBID10624	0.9872565269470215	False	Gal(b1-3)Gal(b1-3)GlcNAc	[5, 4, 4]	['Gal', 'Gal', 'GlcNAc']	Novel
